sample_id,split,label,crack_pixels,pothole_pixels,lane_pixels,image_path
1025914_RS_386_386RS169832_09310,train,Crack,7827,0,381996,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1025914_RS_386_386RS169832_09310/1025914_RS_386_386RS169832_09310_RAW.jpg
917399_RS_290_290RS294095_20445,train,Crack,7840,0,343908,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917399_RS_290_290RS294095_20445/917399_RS_290_290RS294095_20445_RAW.jpg
1091820_DF_251_251BDF0490_00981,val,Crack,20702,0,358699,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091820_DF_251_251BDF0490_00981/1091820_DF_251_251BDF0490_00981_RAW.jpg
1025764_RS_386_386RS169832_08560,train,Crack,4513,0,387128,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1025764_RS_386_386RS169832_08560/1025764_RS_386_386RS169832_08560_RAW.jpg
1092850_DF_251_251BDF0052_00679,train,Crack,19425,0,360098,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092850_DF_251_251BDF0052_00679/1092850_DF_251_251BDF0052_00679_RAW.jpg
919153_RS_290_290RS294095_29215,val,Crack,2111,0,361863,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919153_RS_290_290RS294095_29215/919153_RS_290_290RS294095_29215_RAW.jpg
1014882_RS_386_386RS124739_31335,train,Crack,14556,0,380671,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014882_RS_386_386RS124739_31335/1014882_RS_386_386RS124739_31335_RAW.jpg
1091170_DF_070_070BDF0050_07510,train,Normal,513,0,364978,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091170_DF_070_070BDF0050_07510/1091170_DF_070_070BDF0050_07510_RAW.jpg
765441_ES_259_259ES000000_01305,train,Crack,4427,0,401415,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/765441_ES_259_259ES000000_01305/765441_ES_259_259ES000000_01305_RAW.jpg
1094279_DF_251_251BDF0052_03275,val,Crack,3431,0,352889,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1094279_DF_251_251BDF0052_03275/1094279_DF_251_251BDF0052_03275_RAW.jpg
1014914_RS_386_386RS124739_31495,train,Pothole,1303,20914,378865,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014914_RS_386_386RS124739_31495/1014914_RS_386_386RS124739_31495_RAW.jpg
1076069_DF_251_251BDF0530_02829,train,Normal,217,0,353155,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1076069_DF_251_251BDF0530_02829/1076069_DF_251_251BDF0530_02829_RAW.jpg
1091745_DF_251_251BDF0490_00840,train,Crack,6560,0,359984,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091745_DF_251_251BDF0490_00840/1091745_DF_251_251BDF0490_00840_RAW.jpg
1095940_DF_070_070BDF0010_01813,train,Crack,5279,0,384846,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1095940_DF_070_070BDF0010_01813/1095940_DF_070_070BDF0010_01813_RAW.jpg
1091769_DF_251_251BDF0490_00884,train,Crack,6603,0,351482,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091769_DF_251_251BDF0490_00884/1091769_DF_251_251BDF0490_00884_RAW.jpg
1085367_DF_080_080BDF0090_03485,train,Crack,13786,0,350218,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1085367_DF_080_080BDF0090_03485/1085367_DF_080_080BDF0090_03485_RAW.jpg
1077338_DF_251_251BDF0530_05194,val,Crack,3931,0,344078,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1077338_DF_251_251BDF0530_05194/1077338_DF_251_251BDF0530_05194_RAW.jpg
819784_ES_259_259ES000000_00405,val,Crack,17250,0,346371,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/819784_ES_259_259ES000000_00405/819784_ES_259_259ES000000_00405_RAW.jpg
1085383_DF_080_080BDF0090_03514,train,Crack,8905,0,344936,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1085383_DF_080_080BDF0090_03514/1085383_DF_080_080BDF0090_03514_RAW.jpg
1091935_DF_251_251BDF0490_01200,val,Crack,2078,0,356349,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091935_DF_251_251BDF0490_01200/1091935_DF_251_251BDF0490_01200_RAW.jpg
1014712_RS_386_386RS124739_30485,train,Pothole,5518,27233,381049,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014712_RS_386_386RS124739_30485/1014712_RS_386_386RS124739_30485_RAW.jpg
1055763_DF_020_020BDF0070_09554,train,Normal,849,0,370138,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1055763_DF_020_020BDF0070_09554/1055763_DF_020_020BDF0070_09554_RAW.jpg
1091783_DF_251_251BDF0490_00911,val,Crack,4420,0,347370,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091783_DF_251_251BDF0490_00911/1091783_DF_251_251BDF0490_00911_RAW.jpg
917269_RS_290_290RS294095_19795,train,Crack,12837,0,366232,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917269_RS_290_290RS294095_19795/917269_RS_290_290RS294095_19795_RAW.jpg
916888_RS_290_290RS294095_17890,train,Pothole,0,10042,365937,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916888_RS_290_290RS294095_17890/916888_RS_290_290RS294095_17890_RAW.jpg
917467_RS_290_290RS294095_20785,train,Crack,4891,0,349369,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917467_RS_290_290RS294095_20785/917467_RS_290_290RS294095_20785_RAW.jpg
994169_RS_386_386RS191729_07610,train,Crack,4432,0,373988,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994169_RS_386_386RS191729_07610/994169_RS_386_386RS191729_07610_RAW.jpg
941607_RS_290_290RS070691_00940,train,Pothole,0,57210,363291,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941607_RS_290_290RS070691_00940/941607_RS_290_290RS070691_00940_RAW.jpg
1025932_RS_386_386RS169832_09400,train,Crack,1729,0,388457,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1025932_RS_386_386RS169832_09400/1025932_RS_386_386RS169832_09400_RAW.jpg
1092827_DF_251_251BDF0052_00639,val,Crack,16396,0,330864,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092827_DF_251_251BDF0052_00639/1092827_DF_251_251BDF0052_00639_RAW.jpg
994467_RS_386_386RS191729_09101,train,Pothole,0,530,353055,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994467_RS_386_386RS191729_09101/994467_RS_386_386RS191729_09101_RAW.jpg
1085393_DF_080_080BDF0090_03531,val,Normal,508,0,348466,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1085393_DF_080_080BDF0090_03531/1085393_DF_080_080BDF0090_03531_RAW.jpg
1076633_DF_251_251BDF0530_03882,train,Crack,5363,0,360845,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1076633_DF_251_251BDF0530_03882/1076633_DF_251_251BDF0530_03882_RAW.jpg
919183_RS_290_290RS294095_29365,train,Crack,5757,0,364995,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919183_RS_290_290RS294095_29365/919183_RS_290_290RS294095_29365_RAW.jpg
1094289_DF_251_251BDF0052_03293,train,Crack,4456,0,374306,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1094289_DF_251_251BDF0052_03293/1094289_DF_251_251BDF0052_03293_RAW.jpg
917268_RS_290_290RS294095_19790,train,Crack,12697,0,361890,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917268_RS_290_290RS294095_19790/917268_RS_290_290RS294095_19790_RAW.jpg
917257_RS_290_290RS294095_19736,train,Normal,1108,0,361802,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917257_RS_290_290RS294095_19736/917257_RS_290_290RS294095_19736_RAW.jpg
1094544_DF_251_251BDF0052_03764,train,Crack,6473,0,343193,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1094544_DF_251_251BDF0052_03764/1094544_DF_251_251BDF0052_03764_RAW.jpg
994465_RS_386_386RS191729_09091,train,Pothole,0,819,364719,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994465_RS_386_386RS191729_09091/994465_RS_386_386RS191729_09091_RAW.jpg
1092484_DF_251_251BDF0052_00036,train,Crack,31499,0,387948,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092484_DF_251_251BDF0052_00036/1092484_DF_251_251BDF0052_00036_RAW.jpg
1084380_DF_080_080BDF0090_01559,train,Crack,12791,0,318110,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084380_DF_080_080BDF0090_01559/1084380_DF_080_080BDF0090_01559_RAW.jpg
917307_RS_290_290RS294095_19987,train,Crack,3425,0,353235,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917307_RS_290_290RS294095_19987/917307_RS_290_290RS294095_19987_RAW.jpg
1051765_DF_020_020BDF0070_01674,train,Pothole,2718,1782,392711,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1051765_DF_020_020BDF0070_01674/1051765_DF_020_020BDF0070_01674_RAW.jpg
1051762_DF_020_020BDF0070_01668,train,Crack,6393,0,404673,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1051762_DF_020_020BDF0070_01668/1051762_DF_020_020BDF0070_01668_RAW.jpg
917281_RS_290_290RS294095_19855,train,Crack,6650,0,362312,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917281_RS_290_290RS294095_19855/917281_RS_290_290RS294095_19855_RAW.jpg
919262_RS_290_290RS294095_29760,train,Pothole,0,331,347597,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919262_RS_290_290RS294095_29760/919262_RS_290_290RS294095_29760_RAW.jpg
1053943_DF_020_020BDF0070_06172,train,Pothole,0,2782,359444,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1053943_DF_020_020BDF0070_06172/1053943_DF_020_020BDF0070_06172_RAW.jpg
941972_RS_290_290RS070691_02765,train,Pothole,0,11036,375185,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941972_RS_290_290RS070691_02765/941972_RS_290_290RS070691_02765_RAW.jpg
919752_RS_290_290RS294095_32210,train,Crack,9865,0,362538,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919752_RS_290_290RS294095_32210/919752_RS_290_290RS294095_32210_RAW.jpg
994466_RS_386_386RS191729_09095,train,Pothole,0,1861,363608,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994466_RS_386_386RS191729_09095/994466_RS_386_386RS191729_09095_RAW.jpg
916872_RS_290_290RS294095_17810,val,Pothole,11531,10204,364168,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916872_RS_290_290RS294095_17810/916872_RS_290_290RS294095_17810_RAW.jpg
919166_RS_290_290RS294095_29280,train,Crack,4815,0,367942,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919166_RS_290_290RS294095_29280/919166_RS_290_290RS294095_29280_RAW.jpg
1092838_DF_251_251BDF0052_00658,train,Crack,14331,0,354709,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092838_DF_251_251BDF0052_00658/1092838_DF_251_251BDF0052_00658_RAW.jpg
1014800_RS_386_386RS124739_30925,train,Pothole,5613,700,385696,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014800_RS_386_386RS124739_30925/1014800_RS_386_386RS124739_30925_RAW.jpg
883077_RS_290_290RS150131_16116,val,Pothole,0,62366,348477,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/883077_RS_290_290RS150131_16116/883077_RS_290_290RS150131_16116_RAW.jpg
1025923_RS_386_386RS169832_09355,train,Crack,3954,0,389464,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1025923_RS_386_386RS169832_09355/1025923_RS_386_386RS169832_09355_RAW.jpg
1091838_DF_251_251BDF0490_01016,train,Crack,1536,0,377469,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091838_DF_251_251BDF0490_01016/1091838_DF_251_251BDF0490_01016_RAW.jpg
941911_RS_290_290RS070691_02460,train,Pothole,0,7737,355087,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941911_RS_290_290RS070691_02460/941911_RS_290_290RS070691_02460_RAW.jpg
1077199_DF_251_251BDF0530_04936,train,Crack,2263,0,344394,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1077199_DF_251_251BDF0530_04936/1077199_DF_251_251BDF0530_04936_RAW.jpg
917226_RS_290_290RS294095_19580,train,Crack,8173,0,371573,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917226_RS_290_290RS294095_19580/917226_RS_290_290RS294095_19580_RAW.jpg
917210_RS_290_290RS294095_19500,val,Crack,7703,0,367870,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917210_RS_290_290RS294095_19500/917210_RS_290_290RS294095_19500_RAW.jpg
916877_RS_290_290RS294095_17835,train,Pothole,0,9700,355525,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916877_RS_290_290RS294095_17835/916877_RS_290_290RS294095_17835_RAW.jpg
1091883_DF_251_251BDF0490_01101,train,Crack,4458,0,348974,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091883_DF_251_251BDF0490_01101/1091883_DF_251_251BDF0490_01101_RAW.jpg
919743_RS_290_290RS294095_32165,train,Crack,10968,0,354059,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919743_RS_290_290RS294095_32165/919743_RS_290_290RS294095_32165_RAW.jpg
883242_RS_290_290RS150131_16940,train,Pothole,0,47437,338764,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/883242_RS_290_290RS150131_16940/883242_RS_290_290RS150131_16940_RAW.jpg
1092481_DF_251_251BDF0052_00028,train,Crack,41425,0,420869,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092481_DF_251_251BDF0052_00028/1092481_DF_251_251BDF0052_00028_RAW.jpg
917571_RS_290_290RS294095_21305,train,Crack,15906,0,346707,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917571_RS_290_290RS294095_21305/917571_RS_290_290RS294095_21305_RAW.jpg
994083_RS_386_386RS191729_07180,train,Crack,9524,0,356930,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994083_RS_386_386RS191729_07180/994083_RS_386_386RS191729_07180_RAW.jpg
1093507_DF_251_251BDF0052_01886,train,Pothole,6423,3313,355264,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1093507_DF_251_251BDF0052_01886/1093507_DF_251_251BDF0052_01886_RAW.jpg
1077334_DF_251_251BDF0530_05186,train,Crack,7412,0,342629,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1077334_DF_251_251BDF0530_05186/1077334_DF_251_251BDF0530_05186_RAW.jpg
1092821_DF_251_251BDF0052_00629,train,Crack,12988,0,346128,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092821_DF_251_251BDF0052_00629/1092821_DF_251_251BDF0052_00629_RAW.jpg
919454_RS_290_290RS294095_30720,val,Normal,1401,0,351976,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919454_RS_290_290RS294095_30720/919454_RS_290_290RS294095_30720_RAW.jpg
917415_RS_290_290RS294095_20525,val,Crack,15070,0,349650,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917415_RS_290_290RS294095_20525/917415_RS_290_290RS294095_20525_RAW.jpg
994079_RS_386_386RS191729_07160,train,Crack,8906,0,367604,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994079_RS_386_386RS191729_07160/994079_RS_386_386RS191729_07160_RAW.jpg
1048685_DF_060_060BDF0010_00160,train,Pothole,0,14232,387830,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1048685_DF_060_060BDF0010_00160/1048685_DF_060_060BDF0010_00160_RAW.jpg
1092794_DF_251_251BDF0052_00581,val,Crack,22299,0,356520,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092794_DF_251_251BDF0052_00581/1092794_DF_251_251BDF0052_00581_RAW.jpg
1026261_RS_386_386RS169832_11045,train,Crack,2179,0,372621,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1026261_RS_386_386RS169832_11045/1026261_RS_386_386RS169832_11045_RAW.jpg
1075978_DF_251_251BDF0530_02656,train,Crack,4589,0,362117,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1075978_DF_251_251BDF0530_02656/1075978_DF_251_251BDF0530_02656_RAW.jpg
1014713_RS_386_386RS124739_30490,train,Pothole,0,61561,369692,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014713_RS_386_386RS124739_30490/1014713_RS_386_386RS124739_30490_RAW.jpg
1092938_DF_251_251BDF0052_00835,train,Pothole,17583,2746,345825,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092938_DF_251_251BDF0052_00835/1092938_DF_251_251BDF0052_00835_RAW.jpg
1025791_RS_386_386RS169832_08695,train,Pothole,5331,3015,396079,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1025791_RS_386_386RS169832_08695/1025791_RS_386_386RS169832_08695_RAW.jpg
941610_RS_290_290RS070691_00955,val,Pothole,0,98295,367097,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941610_RS_290_290RS070691_00955/941610_RS_290_290RS070691_00955_RAW.jpg
1085398_DF_080_080BDF0090_03541,train,Crack,7136,0,353567,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1085398_DF_080_080BDF0090_03541/1085398_DF_080_080BDF0090_03541_RAW.jpg
